# *** METADATA ***
#------------------------------
# Title: REBL Survey 2a
# Metadata timestamp: 07 April 2024 6:15:45 PM
# Author: Dr. Trisha Shrum, Chris Donovan
# Author email: tshrum@uvm.edu
#------------------------------
# Description: This is the raw data for REBL Survey 2a (formerly known as the Beta 2 Part 1 survey). It was downloaded from Qualtrics XM on 2024-04-06.
# Data Collection: This survey was administered through Qualtrics XM in two parts, of which this is the first. A nationally representative sample stratified by age, sex, and race, was recruited through Prolific. The pilot was administered on 2023-04-25, then the rest of data collection was on 2023-05-02. Stragglers came in as late as 2023-05-16.
# Variables: This survey contains a reduced set of 70 (?) REBL items that showed promise from survey 1. It also contains series of questions about sustainable fashion, personal experiences with extreme weather events, indicators for a SEM including psychological distance, a dictator's game, as well as demographics.
# Missing Data or Quality Issues: Q9.2_9 and Q9.3_7 were not in the pilot, but was in the full survey. 
# Ownership: Dr. Trisha Shrum
#------------------------------
# Changelog
# Date: , Changes:
#------------------------------
# *** END OF METADATA ***
StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1.1,Q2.1,Q3.1,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q5.1_5,Q6.1,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q6.3_1,Q6.3_2,Q6.3_3,Q6.3_4,Q6.4_1,Q6.4_2,Q6.4_3,Q6.4_4,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.1_5,Q7.1_6,Q7.1_7,Q7.1_8,Q8.1_1,Q8.1_2,Q8.1_3,Q8.1_4,Q8.1_5,Q8.1_6,Q8.2_1,Q8.2_2,Q8.2_3,Q8.2_4,Q8.2_5,Q8.3_1,Q8.3_2,Q8.3_3,Q8.3_4,Q8.3_5,Q9.1_1,Q9.1_2,Q9.1_3,Q9.1_4,Q9.1_5,Q9.1_6,Q9.1_7,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q9.2_7,Q9.2_8,Q9.2_9,Q9.2_10,Q9.2_11,Q9.2_12,Q9.2_13,Q9.2_14,Q9.3_1,Q9.3_2,Q9.3_3,Q9.3_4,Q9.3_5,Q9.3_6,Q9.3_7,Q9.3_8,Q9.3_9,Q9.4_1,Q9.4_2,Q9.4_3,Q9.4_4,Q9.4_5,Q9.4_6,Q9.4_7,Q9.4_8,Q9.4_9,Q9.4_10,Q9.4_11,Q9.4_12,Q10.1_1,Q10.1_2,Q10.1_3,Q10.1_4,Q10.1_5,Q10.1_6,Q10.1_7,Q10.1_8,Q11.1_1,Q11.1_2,Q11.1_3,Q11.1_4,Q11.1_5,Q13.2,Q13.3,Q13.4,Q13.5,Q14.2,Q14.3,Q14.4,Q14.5,Q15.2,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,Q15.8,Q16.2,Q16.3,Q16.4,Q16.5,Q16.6,Q16.7,Q17.2,Q17.3,Q17.3_3_TEXT,Q17.4,Q17.4_7_TEXT,Q17.5,Q17.6,Q17.7,Q17.8,Q17.9,Q17.10,PROLIFIC_PID
5/2/2023 15:43,5/2/2023 15:55,IP Address,100,719,TRUE,5/2/2023 15:55,R_XZnboc46UgXWUEh,,,,,anonymous,EN,1,Yes,607ddc576718114dea38841c,$2 for Trees for the Future; $8 for myself,No,Yes,No,Yes,No,"Yes, heated",Yes,Yes,Yes,No,,,,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No ,No ,No ,No ,,Yes ,No ,No ,Yes,Yes,Yes,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,55-64,Female,,White or Caucasian,,Bachelor's Degree,Suburban,"$100,000 - $200,000","Yes, older than 18",Biden/Harris,Somewhat liberal,607ddc576718114dea38841c
5/2/2023 15:28,5/2/2023 15:55,IP Address,100,1618,TRUE,5/2/2023 15:55,R_27eAIXUa1cuHRhe,,,,,anonymous,EN,1,Yes,5e820eb36551aa02fd72e1dc,$0 for Trees for the Future; $10 for myself,No,No,No,No,No,"Yes, both",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes ,No ,No ,No ,,Yes ,No ,No ,No,Yes,No,No,No,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat agree,Strongly disagree,Somewhat agree,35-44,Male,,White or Caucasian,,Some College,Suburban,"$50,000 - $100,000","Yes, younger than 18",I did not vote in the last election,Liberal,5e820eb36551aa02fd72e1dc
5/2/2023 15:47,5/2/2023 15:55,IP Address,100,497,TRUE,5/2/2023 15:55,R_1MGj7igKRuoEvdv,,,,,anonymous,EN,1,Yes,5d0e7ce13fe2d0001999c056,$0 for Trees for the Future; $10 for myself,No,No,No,Yes,No,"Yes, cooled",,,,,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No ,No ,No ,No ,,Yes ,No ,Yes ,No,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,65-74,Male,,White or Caucasian,,Some College,Suburban,"$25,000 - $50,000",No,Other,Somewhat liberal,5d0e7ce13fe2d0001999c056
5/2/2023 15:41,5/2/2023 15:55,IP Address,100,828,TRUE,5/2/2023 15:55,R_3oRrZ6sow6RX1gE,,,,,anonymous,EN,1,Yes,5bb5473f9e00ca0001893a4c,$3 for Trees for the Future; $7 for myself,No,No,Yes,Yes,No,"Yes, cooled",,,,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No ,Yes ,No ,No ,,Yes ,No ,Yes ,No,Yes,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Agree,25-34,Male,,Hispanic or Latino,,High School Diploma,Rural,"$50,000 - $100,000",No,Trump/Pence,Conservative,5bb5473f9e00ca0001893a4c
5/2/2023 15:41,5/2/2023 15:55,IP Address,100,865,TRUE,5/2/2023 15:55,R_T7bqxjuFIixGZiN,,,,,anonymous,EN,0.800000012,Yes,612e1df9913c996adb2a42a6,$0 for Trees for the Future; $10 for myself,No,No,No,Yes,No,"Yes, both",Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No ,No ,No ,No ,,No ,No ,No ,No,Yes,No,No,No,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Disagree,Somewhat agree,65-74,Female,,Black or African American,,High School Diploma,Urban,"$25,000 - $50,000",No,Biden/Harris,Liberal,612e1df9913c996adb2a42a6
5/2/2023 15:46,5/2/2023 15:55,IP Address,100,567,TRUE,5/2/2023 15:55,R_20SvamYXYuKPzHw,,,,,anonymous,EN,0.899999976,Yes,5eed1bae9e63ac127ac15a77,$0 for Trees for the Future; $10 for myself,No,No,No,Yes,No,"Yes, cooled",,,,,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes ,No ,No ,No ,,Yes ,No ,No ,No,No,No,Yes,Yes,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Strongly disagree,55-64,Male,,White or Caucasian,,Some College,Suburban,"$25,000 - $50,000",No,Biden/Harris,Somewhat liberal,5eed1bae9e63ac127ac15a77
5/2/2023 15:46,5/2/2023 15:55,IP Address,100,548,TRUE,5/2/2023 15:55,R_1LeCuu6PBy9plBO,,,,,anonymous,EN,1,Yes,632c0075227e9b734c80424d,$10 for Trees for the Future; $0 for myself,Yes,No,No,Yes,No,"Yes, both",Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes ,No ,No ,Yes ,,No ,No ,No ,No,Yes,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,35-44,Male,,White or Caucasian,,High School Diploma,Urban,"$25,000 - $50,000",No,I did not vote in the last election,Moderate,632c0075227e9b734c80424d
5/2/2023 15:37,5/2/2023 15:55,IP Address,100,1120,TRUE,5/2/2023 15:55,R_2vZDY0HF4bC0APw,,,,,anonymous,EN,1,Yes,5e17945242fb0b000da71b21,$10 for Trees for the Future; $0 for myself,Yes,No,No,Yes,No,No,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No ,No ,No ,No ,,Yes ,No ,Yes ,Yes,No,Yes,Yes,Yes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,18-24,Male,,Asian or Asian American,,Bachelor's Degree,Urban,"$50,000 - $100,000","Yes, older than 18",Biden/Harris,Moderate,5e17945242fb0b000da71b21
5/2/2023 15:40,5/2/2023 15:55,IP Address,100,938,TRUE,5/2/2023 15:55,R_32QIqu9mgu8Ef6g,,,,,anonymous,EN,0.899999976,Yes,6297a4747d0491534080793c,$0 for Trees for the Future; $10 for myself,Yes,No,Yes,Yes,No,"Yes, both",No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes ,No ,Yes ,No ,,No ,No ,No ,No,No,No,No,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,18-24,Male,,Asian or Asian American,,Bachelor's Degree,Suburban,"$25,000 - $50,000",No,I did not vote in the last election,Somewhat liberal,6297a4747d0491534080793c
5/2/2023 15:45,5/2/2023 15:56,IP Address,100,642,TRUE,5/2/2023 15:56,R_2qfLJS4SIqAxeAS,,,,,anonymous,EN,1,Yes,5d0bd1f57b7e3c0019a69350,$5 for Trees for the Future; $5 for myself,No,No,No,Yes,No,"Yes, cooled",,,,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes ,No ,No ,No ,,Yes ,No ,Yes ,No,No,No,No,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Disagree,35-44,Male,,Hispanic or Latino,,Associate's Degree,Rural,"$25,000 - $50,000","Yes, older than 18",Trump/Pence,Moderate,5d0bd1f57b7e3c0019a69350
5/2/2023 15:43,5/2/2023 15:56,IP Address,100,730,TRUE,5/2/2023 15:56,R_2afad1WCx1bEiY9,,,,,anonymous,EN,1,Yes,5d6f19c70d5586001a769d35,$1 for Trees for the Future; $9 for myself,No,No,No,Yes,No,"Yes, both",Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No ,No ,No ,No ,,Yes ,No ,Yes ,No,Yes,No,No,No,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,55-64,Female,,White or Caucasian,,High School Diploma,Suburban,"$50,000 - $100,000","Yes, older than 18",Biden/Harris,Very liberal,5d6f19c70d5586001a769d35
5/2/2023 15:43,5/2/2023 15:56,IP Address,100,743,TRUE,5/2/2023 15:56,R_qwGq5hP1gIxB42d,,,,,anonymous,EN,1,Yes,64405eef918d342549d0f688,$5 for Trees for the Future; $5 for myself,No,No,Yes,Yes,No,"Yes, cooled",,,,,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes ,No ,No ,No ,,Yes ,No ,No ,No,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,Somewhat agree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,45-54,Female,,White or Caucasian,,Some College,Rural,"$25,000 - $50,000","Yes, older than 18",Trump/Pence,Somewhat conservative,64405eef918d342549d0f688
5/2/2023 15:45,5/2/2023 15:56,IP Address,100,660,TRUE,5/2/2023 15:56,R_28MQbhB91H4lRVh,,,,,anonymous,EN,0.899999976,Yes,6228f5506248f4f80a39008a,$5 for Trees for the Future; $5 for myself,No,No,No,Yes,No,"Yes, cooled",,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes ,No ,No ,No ,,Yes ,No ,No ,No,No,No,Yes,No,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Somewhat agree,Disagree,55-64,Male,,White or Caucasian,,Associate's Degree,Suburban,"$50,000 - $100,000","Yes, older than 18",Biden/Harris,Somewhat liberal,6228f5506248f4f80a39008a
5/2/2023 15:47,5/2/2023 15:56,IP Address,100,528,TRUE,5/2/2023 15:56,R_3qQJVWxXwV0pfag,,,,,anonymous,EN,0.899999976,Yes,5f42966cafb00848de3c0355,$0 for Trees for the Future; $10 for myself,No,No,No,Yes,No,"Yes, heated",Yes,Yes,Yes,No,,,,,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes ,No ,Yes ,No ,,No ,Yes ,No ,No,Yes,Yes,Yes,Yes,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,25-34,Female,,White or Caucasian,,Some College,Urban,"Less than $25,000",No,Biden/Harris,Very liberal,5f42966cafb00848de3c0355
5/2/2023 15:44,5/2/2023 15:56,IP Address,100,704,TRUE,5/2/2023 15:56,R_1kSlwZvpuXf09CC,,,,,anonymous,EN,1,Yes,5f84c4c49b2712183cf2d7c5,$5 for Trees for the Future; $5 for myself,No,No,Yes,Yes,No,No,,,,,,,,,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No ,No ,No ,No ,,Yes ,Yes ,Yes ,No,No,Yes,Yes,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Agree,Neither agree nor disagree,35-44,,,White or Caucasian,,Some College,Urban,"$25,000 - $50,000","Yes, younger than 18",Trump/Pence,Moderate,5f84c4c49b2712183cf2d7c5
5/2/2023 15:34,5/2/2023 15:56,IP Address,100,1319,TRUE,5/2/2023 15:56,R_11ZPjR5eJtw6XgJ,,,,,anonymous,EN,0.899999976,Yes,615de5ffd3c522eef3c49556,$6 for Trees for the Future; $4 for myself,No,No,No,Yes,No,"Yes, both",No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes ,No ,No ,Yes ,,No ,No ,Yes ,No,Yes,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,35-44,Male,,Black or African American,,Some College,Rural,"Less than $25,000",No,I did not vote in the last election,Somewhat conservative,615de5ffd3c522eef3c49556
5/2/2023 15:45,5/2/2023 15:56,IP Address,100,668,TRUE,5/2/2023 15:56,R_306LayylABkLemJ,,,,,anonymous,EN,0.899999976,Yes,6294584c8601739c2c920cf6,$0 for Trees for the Future; $10 for myself,Yes,No,No,Yes,No,"Yes, heated",Yes,Yes,No,No,,,,,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No ,No ,No ,No ,,Yes ,No ,No ,No,No,No,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,25-34,Male,,"White or Caucasian,Hispanic or Latino",,High School Diploma,Suburban,"$25,000 - $50,000",No,Trump/Pence,Conservative,6294584c8601739c2c920cf6
5/2/2023 15:44,5/2/2023 15:56,IP Address,100,718,TRUE,5/2/2023 15:56,R_3foVxWJA5KaMkGA,,,,,anonymous,EN,0.899999976,Yes,5d41e832b0ca7200169d857e,$4 for Trees for the Future; $6 for myself,No,No,No,Yes,No,No,,,,,,,,,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes ,No ,No ,No ,,Yes ,No ,Yes ,Yes,Yes,Yes,No,No,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,75 or older,Male,,White or Caucasian,,Master's Degree,Suburban,"$50,000 - $100,000","Yes, older than 18",Biden/Harris,Moderate,5d41e832b0ca7200169d857e
5/2/2023 15:49,5/2/2023 15:56,IP Address,100,424,TRUE,5/2/2023 15:56,R_2dKmsxCRNxVmyDV,,,,,anonymous,EN,1,Yes,55b47001fdf99b615b12d66c,$5 for Trees for the Future; $5 for myself,No,No,Yes,Yes,Yes,"Yes, heated",Yes,Yes,Yes,No,,,,,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes ,Yes ,No ,No ,,Yes ,No ,No ,Yes,No,Yes,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Disagree,35-44,Male,,White or Caucasian,,Bachelor's Degree,Suburban,"$50,000 - $100,000","Yes, younger than 18",Biden/Harris,Somewhat liberal,55b47001fdf99b615b12d66c
5/2/2023 15:49,5/2/2023 15:57,IP Address,100,430,TRUE,5/2/2023 15:57,R_290rxNbLDS8QrBH,,,,,anonymous,EN,1,Yes,5dcf34f64fee9907fc626f0f,$0 for Trees for the Future; $10 for myself,No,No,No,Yes,No,"Yes, heated",No,No,No,Yes,,,,,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes ,No ,No ,No ,,No ,No ,No ,Yes,Yes,Yes,No,No,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Somewhat disagree,75 or older,Female,,White or Caucasian,,Master's Degree,Urban,"$25,000 - $50,000",No,Biden/Harris,Liberal,5dcf34f64fee9907fc626f0f
