StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1.1,Q2.1,Q4.1_1,Q4.1_2,Q4.1_3,Q4.1_4,Q4.1_5,Q5.1,Q5.2_1,Q5.2_2,Q5.2_3,Q5.2_4,Q5.3_1,Q5.3_2,Q5.3_3,Q5.3_4,Q5.4_1,Q5.4_2,Q5.4_3,Q5.4_4,Q6.1_1,Q6.1_2,Q6.1_3,Q6.1_4,Q6.1_5,Q6.1_6,Q6.1_7,Q6.1_8,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.1_5,Q7.1_6,Q7.2_1,Q7.2_2,Q7.2_3,Q7.2_4,Q7.2_5,Q7.3_1,Q7.3_2,Q7.3_3,Q7.3_4,Q7.3_5,Q8.1_1,Q8.1_2,Q8.1_3,Q8.1_4,Q8.1_5,Q8.1_6,Q8.1_7,Q8.2_1,Q8.2_2,Q8.2_3,Q8.2_4,Q8.2_5,Q8.2_6,Q8.2_7,Q8.2_8,Q8.2_9,Q8.2_10,Q8.2_11,Q8.2_12,Q8.2_13,Q8.2_14,Q8.3_1,Q8.3_2,Q8.3_3,Q8.3_4,Q8.3_5,Q8.3_6,Q8.3_7,Q8.3_8,Q8.3_9,Q8.4_1,Q8.4_2,Q8.4_3,Q8.4_4,Q8.4_5,Q8.4_6,Q8.4_7,Q8.4_8,Q8.4_9,Q8.4_10,Q8.4_11,Q8.4_12,Q9.1_1,Q9.1_2,Q9.1_3,Q9.1_4,Q9.1_5,Q9.1_6,Q9.1_7,Q9.1_8,Q10.1_1,Q10.1_2,Q10.1_3,Q10.1_4,Q10.1_5,Q11.1,Q11.2,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q14.1,Q14.2,Q14.2_8_TEXT,Q14.3,Q14.3_7_TEXT,Q14.4,Q14.5,Q14.5_8_TEXT,Q14.6,Q14.7,Q14.8_1,Q14.9,Q14.10,Q15.1,Q15.2,Q15.4,Q15.5,Q15.6,Q16.2,Q16.3,Q16.4,Q16.5,Q16.6,Q18.2,Q18.3,Q18.4,Q18.5,Q18.6,Q18.7,Q19.2,Q19.3,Q19.4,Q19.5,Q19.6,Q20.2,Q20.3,Q20.4,Q20.5,Q20.6,Q20.7
5/20/2023 6:11,5/20/2023 6:19,IP Address,100,505,TRUE,5/20/2023 6:19,R_3KAE98JIoMQk8m6,NA,NA,NA,NA,anonymous,EN,0.899999976,Yes,1033,Yes,No,Yes,Yes,No,"Yes, cooled",NA,NA,NA,NA,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,NA,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Agree,Strongly agree,Agree,Agree,Strongly agree,Yes,"Hurricane,Tornado,Flood,Winter storm or blizzard",NA,"Evacuated,Sheltered in place,Loss of income,High levels of anxiety or stress,Canceled plans to travel,Friends or family were affected",NA,5 or more,Winter storm or blizzard,NA,2022,March,6,"$500 to $1,000","$500 to $1,000",Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Somewhat agree,Agree,Agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Agree
5/20/2023 6:02,5/20/2023 6:21,IP Address,100,1110,TRUE,5/20/2023 6:21,R_6AudwLVw8jfpLkB,NA,NA,NA,NA,anonymous,EN,1,Yes,1302,No,No,No,No,No,"Yes, both",No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,NA,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,NA,Yes,No,No,Yes,No,Yes,No,No,No,No,Somewhat disagree,Agree,Disagree,Somewhat disagree,Neither agree nor disagree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Agree,Agree,Agree,NA,NA,NA,NA,NA,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat disagree
5/20/2023 6:15,5/20/2023 6:26,IP Address,100,671,TRUE,5/20/2023 6:26,R_2aJ4I76OVUnqpov,NA,NA,NA,NA,anonymous,EN,1,Yes,1536,No,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,NA,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,NA,Yes,No,Yes,No,Yes,No,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,Strongly disagree,Strongly disagree,Strongly disagree,NA,NA,NA,NA,NA,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Disagree,Disagree,Agree,Somewhat agree,Disagree,Agree,Agree,Disagree
5/20/2023 6:15,5/20/2023 6:29,IP Address,100,853,TRUE,5/20/2023 6:29,R_3O6r68l8pqYfTXo,NA,NA,NA,NA,anonymous,EN,0.899999976,Yes,1520,No,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,NA,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,NA,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Agree,Yes,"Heat wave,Winter storm or blizzard",NA,"Sheltered in place,Loss of income,Canceled plans to travel,Friends or family were affected",NA,2,Winter storm or blizzard,NA,2018,April,6,"$500 to $1,000","$500 to $1,000",Yes,Yes,Strongly agree,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly disagree,Somewhat agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Agree,Strongly agree
5/20/2023 6:21,5/20/2023 6:30,IP Address,100,577,TRUE,5/20/2023 6:30,R_AL3dDgmjrNFihgZ,NA,NA,NA,NA,anonymous,EN,0.899999976,Yes,838,No,No,Yes,Yes,No,"Yes, heated",No,No,No,No,NA,NA,NA,NA,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,NA,No,No,No,No,Yes,No,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Strongly disagree
5/20/2023 6:17,5/20/2023 6:31,IP Address,100,817,TRUE,5/20/2023 6:31,R_3iDOnX7rFBgRjdV,NA,NA,NA,NA,anonymous,EN,0.800000012,Yes,733,Yes,No,No,Yes,No,"Yes, cooled",NA,NA,NA,NA,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,NA,Yes,No,No,Yes,No,No,No,No,No,No,Agree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Yes,Tornado,NA,No significant impacts,NA,1,Tornado,NA,2020,April,4,$0,$0,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat agree,Strongly disagree,Agree,Agree,Somewhat agree
5/20/2023 6:13,5/20/2023 6:33,IP Address,100,1216,TRUE,5/20/2023 6:33,R_1ozpi3Cgd0AvOgk,NA,NA,NA,NA,anonymous,EN,0.899999976,Yes,1057,No,No,Yes,Yes,No,"Yes, cooled",NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,NA,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,NA,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Agree,Agree,Somewhat agree,Strongly disagree,Strongly agree,Yes,"Tropical storm,Drought,Heat wave",NA,"Experienced property damage,Sheltered in place,High levels of anxiety or stress",NA,5 or more,Tropical storm,NA,2023,August,3,Less than $500,Less than $500,Yes,Yes,Agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Agree,Strongly agree,Agree,Strongly disagree,Somewhat agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Disagree,Strongly disagree,Agree,Somewhat agree,Somewhat agree
5/20/2023 6:28,5/20/2023 6:40,IP Address,100,705,TRUE,5/20/2023 6:40,R_2PBTpgRgsY3pjl2,NA,NA,NA,NA,anonymous,EN,0.899999976,Yes,1023,No,No,No,Yes,Yes,"Yes, both",Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,NA,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,NA,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Agree,Agree,Agree,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree
5/20/2023 6:29,5/20/2023 6:40,IP Address,100,679,TRUE,5/20/2023 6:40,R_2R4GThFGprjO5Tj,NA,NA,NA,NA,anonymous,EN,0.699999988,Yes,1402,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,NA,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA,Yes,No,No,No,Yes,Yes,No,No,No,No,Disagree,Disagree,Somewhat agree,Strongly disagree,Strongly disagree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Agree,Agree,Strongly agree,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Agree,Agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Agree,Somewhat agree,Agree
5/20/2023 6:32,5/20/2023 6:42,IP Address,100,605,TRUE,5/20/2023 6:42,R_2Byd54Y8GmUJhGc,NA,NA,NA,NA,anonymous,EN,NA,Yes,638,Yes,No,No,Yes,No,"Yes, cooled",NA,NA,NA,NA,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,NA,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,NA,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Agree,Agree,Agree,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree
5/20/2023 6:27,5/20/2023 6:43,IP Address,100,920,TRUE,5/20/2023 6:43,R_2U4p0T0pKyiYDju,NA,NA,NA,NA,anonymous,EN,1,Yes,991,No,No,Yes,Yes,No,"Yes, cooled",NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,NA,Yes,No,No,No,Yes,No,No,No,No,No,Disagree,Disagree,Strongly disagree,Strongly disagree,Somewhat disagree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Somewhat agree,Strongly agree,Strongly agree,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Agree,Agree,Strongly disagree,Somewhat agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Disagree,Agree,Strongly agree,Strongly agree
5/20/2023 6:27,5/20/2023 6:43,IP Address,100,959,TRUE,5/20/2023 6:43,R_2sSCeMPleMKt8oy,NA,NA,NA,NA,anonymous,EN,1,Yes,803,No,No,No,No,No,"Yes, cooled",NA,NA,NA,NA,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,NA,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,NA,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Yes,"Hurricane,Heat wave",NA,Experienced property damage,NA,1,Hurricane,NA,2019,NA,5,"$1,000 to $5,000",Less than $500,Yes,Yes,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree
5/20/2023 6:31,5/20/2023 6:45,IP Address,100,866,TRUE,5/20/2023 6:45,R_Zg8wvv8T6ZEI1Nv,NA,NA,NA,NA,anonymous,EN,1,Yes,908,No,No,No,Yes,No,"Yes, cooled",NA,NA,NA,NA,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,NA,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Agree,Agree,Agree,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree
5/20/2023 6:30,5/20/2023 6:49,IP Address,100,1143,TRUE,5/20/2023 6:49,R_pa93N1e8afleRBT,NA,NA,NA,NA,anonymous,EN,1,Yes,811,No,No,No,Yes,No,"Yes, heated",Yes,Yes,Yes,No,NA,NA,NA,NA,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,NA,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,NA,Yes,No,No,No,Yes,No,No,No,No,No,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Yes,"Tropical storm,Drought,Heat wave,Winter storm or blizzard",NA,Canceled plans to travel,NA,2,Tropical storm,NA,2021,October,7,$0,$0,Yes,Yes,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree
5/20/2023 6:39,5/20/2023 6:55,IP Address,100,939,TRUE,5/20/2023 6:55,R_3OfH0CwpiUNR3oZ,NA,NA,NA,NA,anonymous,EN,1,Yes,1106,Yes,Yes,No,Yes,Yes,"Yes, cooled",NA,NA,NA,NA,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,NA,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,NA,No,No,No,No,No,No,No,No,No,No,Disagree,Disagree,Disagree,Somewhat agree,Agree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,Disagree,Disagree,Disagree,NA,NA,NA,NA,NA,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Somewhat disagree,Disagree
5/20/2023 6:45,5/20/2023 6:55,IP Address,100,614,TRUE,5/20/2023 6:55,R_3HivunytucTQGm0,NA,NA,NA,NA,anonymous,EN,1,Yes,1280,No,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,NA,No,Yes,No,No,No,Yes,Yes,No,NA,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,NA,No,No,No,No,Yes,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Hurricane,NA,"Loss of housing (temporary or permanent),Evacuated,Loss of income,High levels of anxiety or stress,Friends or family were affected,Loss of life of a friend or family",NA,1,Hurricane,NA,2018,December,10,"$1,000 to $5,000",NA,Yes,Yes,Strongly agree,Disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Disagree,Agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Agree,Somewhat agree,Disagree
5/20/2023 6:43,5/20/2023 6:58,IP Address,100,908,TRUE,5/20/2023 6:58,R_1invTcmXXNlGnah,NA,NA,NA,NA,anonymous,EN,1,Yes,1399,Yes,No,No,Yes,No,"Yes, cooled",NA,NA,NA,NA,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,NA,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NA,Yes,No,No,No,Yes,No,No,No,No,No,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,Hurricane,NA,No significant impacts,NA,0,Hurricane,NA,2022,September,6,$0,$0,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Somewhat agree
5/20/2023 6:39,5/20/2023 6:58,IP Address,100,1163,TRUE,5/20/2023 6:58,R_86NrgNaavUUha2B,NA,NA,NA,NA,anonymous,EN,1,Yes,1215,Yes,No,No,Yes,No,"Yes, cooled",NA,NA,NA,NA,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,NA,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,NA,Yes,No,No,Yes,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Yes,"Drought,Winter storm or blizzard",NA,"Sheltered in place,High levels of anxiety or stress",NA,2,Winter storm or blizzard,NA,2021,February,6,$0,$0,Yes,Yes,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat agree,Agree
5/20/2023 6:48,5/20/2023 7:01,IP Address,100,772,TRUE,5/20/2023 7:01,R_1nN49dCdcXBcTfW,NA,NA,NA,NA,anonymous,EN,1,Yes,1153,No,No,No,Yes,No,"Yes, heated",No,Yes,Yes,No,NA,NA,NA,NA,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,NA,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,NA,Yes,No,No,No,Yes,No,No,No,No,No,Disagree,Disagree,Disagree,Strongly disagree,Somewhat agree,Yes,Winter storm or blizzard,NA,"Sheltered in place,Canceled plans to travel,Friends or family were affected",NA,2,Winter storm or blizzard,NA,2018,December,7,Less than $500,$0,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,NA,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Disagree,Agree,NA,Agree
5/20/2023 6:51,5/20/2023 7:01,IP Address,100,610,TRUE,5/20/2023 7:01,R_3HMKTjOWCjUr8Yh,NA,NA,NA,NA,anonymous,EN,0.899999976,Yes,1111,No,No,No,Yes,No,"Yes, both",Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,NA,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,NA,Yes,No,Yes,No,No,No,No,No,No,No,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,Disagree,Somewhat disagree,Somewhat disagree,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Strongly disagree,Disagree,Agree,Somewhat agree,Strongly disagree
