StartDate,EndDate,Status,Progress,duration,Finished,RecordedDate,Q_RecaptchaScore,consent,prolificID,eweExpGen1,eweExpGen2,eweExpGen3,eweExpGen4,eweExpGen5,eweExpSpec,eweWhatTypes,eweWhatTypesText,eweAffectedHow,eweAffectedHowText,eweHowMany,eweSigType,eweSigTypeText,eweSigYear,eweSigMonth,eweSigSeverity,eweSigCostPreIns,eweSigCostPostIns,attributionGen1,attributionGen2,attributionGen3,attributionGen4,attributionGen5,attributionSpec1,attributionSpec2,attributionSpec3,attributionSpec4,attributionSpec5,psychDist1,psychDist2,psychDist3,psychDist4,psychDist5,worry1,worry2,worry3,worry4,worry5,socialNorms1,socialNorms2,socialNorms3,socialNorms4,socialNorms5,waterWashingNotFull_r,waterDishNotFull_r,waterShowerStop_,waterTeethStop_,waterLawn_r,homeClothesCold_,homeClothesHang_,homeClothesDryer_r,homeLightsOff_,socialCritical_r,socialSupportive_,socialReduceImpact_,socialOutside_,socialDocumentary_,socialRead_,socialGroup_,socialConversation_,foodOrganicVeg_,foodLocal_,foodGarden_,foodOwnLunch_,foodForage_,foodRefrainedDistance_,foodMeat_r,foodBeef_r,foodLunchNoMeat_,foodDinnerNoMeat_,foodMeatEveryDay_r,foodCowMilk_r,foodTofu_,foodNonDairyMilk_,foodOatMilk_,foodVegan_,packDisposableWaterAway_r,packDisposableWaterHome_r,packTapWaterHome_,packNonWaterDisposable_r,packReusableBottle_,packReusableMug_,packDisposableCoffee_r,packDeclineBag_,packReusableBag_,packDisposableBag_r,packContainerToRestaurant_,packCarriedUtensils_,packDisposablePlate_r,packRags_,packReusableNapkin_,packZiploc_r,packPaperTowel_r,packReducedPlastic_,packGlassAlumOverPlastic_,packAlumOverGlass_,packRecycledContainer_,packRecycledPaper_,packPickUpRecycle_,packCompost_,packCarriedTrash_,packPickedUpLitter_,packThrownAwayRecycling_r,packPullRecycleFromTrash_,packDilutedSoap_,packGaveNotThrown_,packRepaired_,packReusedPaperPlasticBags_,purchThrownAwayEarly_r,foodThrownBadFood_r,foodThrownGoodFood_r,packReusedSingleUse_,purchBoughtSecondHand_,packGaveToFriend_,purchBuyNothing_,purchSlowShipping_,transWalk_,transBike_,transPublic_,transCarpool_,transDrivenAlone_r,transTaxiAlone_r,transTirePressure_,fashFast_r,purchOnlyNecessities_,fashPutAside_,fashShoppedSecondHand_,purchTriedSecondHand_,p.fit,p.df,p.outfitMSQ,p.infitMSQ,p.outfitZ,p.infitZ,rebl_score,rebl_score_link_sl
2023-05-19,2023-05-19,IP Address,100,1426,True,2023-05-19T21:28:16Z,0.8999999761581421,Yes,5ba345bcf07414000106135e,4,4,2,2,2,1,Flood,NA,No significant impacts,NA,1,Flood,NA,2021,September,2,Less than $500,$0,0,0,2,4,3,2,1,5,2,4,1,1,1,5,1,1,5,1,3,2,1,1,1,4,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,11.072610714130636,24,0.4613587797554432,0.8228762839014729,-0.3594591276147237,-0.4407720105372081,-1.8288507422997355,-1.8126109363613376
2023-05-19,2023-05-19,IP Address,100,1936,True,2023-05-19T20:19:53Z,0.8999999761581421,Yes,5ba5d8b960f3d50001697104,4,5,0,0,0,1,"Hurricane,Tropical storm,Wildfire,Winter storm or blizzard",NA,"Experienced heavy smoke from wildfires,High levels of anxiety or stress,Friends or family were affected,Other","Last year and RIGHT NOW! Both my friend in Chicago and myself here in Washington, DC are experiencing coughing, eye irritation, and some breathing issues (more so for my friend for the latter) due to the particulates and ash being blown into our areas from the Canadian (+ last year Western US) wildfires.",5 or more,Wildfire,NA,2023,May,3,NA,NA,1,1,6,6,6,4,6,1,6,0,4,4,4,0,5,6,0,6,6,6,4,6,4,5,6,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,38.92324783631662,24,1.621801993179859,1.2612602898073852,1.0545341049940737,0.8818647845023452,-0.8020396565512473,-0.7940143392988374
2023-05-20,2023-05-20,IP Address,100,612,True,2023-05-20T04:43:25Z,0.8999999761581421,Yes,5ba849b3a2a1ae0001f08d2d,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,6,6,NA,NA,NA,NA,NA,1,1,5,2,1,5,0,5,6,6,1,1,0,5,6,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,5.1948633661162775,24,0.2164526402548449,0.37440756410903075,-0.8818838247797316,-2.346664927037764,-1.8288507422997355,-1.8126109363613376
2023-05-23,2023-05-23,IP Address,100,639,True,2023-05-23T13:50:44Z,1,Yes,5baac103748f990001a1101e,5,5,5,5,5,1,"Hurricane,Tropical storm,Drought",NA,"Experienced property damage,Evacuated,Sheltered in place,High levels of anxiety or stress,Friends or family were affected",NA,3,Hurricane,NA,2022,September,6,Less than $500,Less than $500,1,1,5,5,5,3,5,1,5,3,3,5,5,2,3,4,2,4,3,4,4,3,2,4,5,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,12.064740759743664,24,0.502697531655986,0.6944985043651065,-0.8409359938930159,-1.1818671879334062,0.3867746456637184,0.3852894484984087
2023-05-19,2023-05-20,IP Address,100,1596,True,2023-05-20T00:13:50Z,0.8999999761581421,Yes,5bae7511408bf900018fbaa5,5,6,6,6,6,1,"Hurricane,Tornado,Heat wave",NA,"Experienced property damage,Loss of housing (temporary or permanent),Evacuated,Loss of income,High levels of anxiety or stress,Friends or family were affected",NA,4,Hurricane,NA,2018,August,10,"$50,000 to $100,000",NA,1,1,0,6,6,1,4,5,1,5,1,5,5,2,1,3,4,4,3,5,4,4,0,5,5,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,10.594105561546987,24,0.44142106506445783,0.7379363032032517,-0.5913852493845657,-0.7595281766828219,-1.4667139455469609,-1.4533712339825853
2023-05-20,2023-05-20,IP Address,100,684,True,2023-05-20T15:21:14Z,1,Yes,5bb5473f9e00ca0001893a4c,5,5,1,5,5,1,"Drought,Flood,Winter storm or blizzard",NA,"Evacuated,Friends or family were affected",NA,2,Winter storm or blizzard,NA,2021,February,6,Less than $500,NA,0,0,0,0,0,0,0,6,0,6,0,0,0,5,0,0,5,0,1,1,4,2,0,5,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,17.76204887053546,24,0.7400853696056441,0.9386082287035075,-0.25690982753339997,-0.09892752849533745,-0.8020396565512473,-0.7940143392988374
2023-05-21,2023-05-21,IP Address,100,490,True,2023-05-21T18:10:45Z,1,Yes,5bb6e39827fb5000013c8fe9,4,4,1,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,5,NA,NA,NA,NA,NA,2,3,5,1,2,6,1,6,4,5,3,1,1,4,4,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,23.118553236809806,24,0.9632730515337419,1.2738710244246962,0.2905910068543962,1.086502461583329,1.53885206174207,1.5281502452481335
2023-05-20,2023-05-20,IP Address,100,699,True,2023-05-20T13:11:46Z,0.8999999761581421,Yes,5bca67940f10750001d75f9f,5,5,2,2,5,1,"Tornado,Heat wave,Flood",NA,"Experienced property damage,Canceled plans to travel,Friends or family were affected",NA,4,Tornado,NA,2022,March,6,NA,NA,1,1,3,4,5,3,4,4,3,2,3,3,4,2,4,4,2,5,2,5,4,4,2,4,3,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,8.563618537220444,24,0.35681743905085184,0.5199946229156452,-1.4191090305348877,-1.9275115309293396,-0.19172982415458065,-0.188586985561344
2023-05-22,2023-05-22,IP Address,100,740,True,2023-05-22T07:36:13Z,0.8999999761581421,Yes,5bd47734506cd3000101d181,2,4,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,4,NA,NA,NA,NA,NA,2,2,4,1,2,4,3,5,4,5,3,1,0,4,2,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,20.86412207323314,24,0.8693384197180475,1.1563412682552139,0.19149941584607083,0.5505784488551019,-1.8288507422997355,-1.8126109363613376
2023-05-23,2023-05-23,IP Address,100,631,True,2023-05-23T14:24:49Z,1,Yes,5bd4e6f7c4f8e900013ae526,5,5,4,4,5,1,"Tornado,Drought,Heat wave",NA,Sheltered in place,NA,3,Heat wave,NA,2022,July,6,NA,NA,1,1,5,4,5,5,5,1,5,1,5,5,5,1,4,4,1,5,5,5,4,1,0,4,5,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,23.288630987964147,24,0.9703596244985061,1.0016932889972365,0.13563751440505983,0.10557857931553173,-0.4916172289565468,-0.4860752911248944
2023-05-19,2023-05-19,IP Address,100,1230,True,2023-05-19T20:04:50Z,1,Yes,5bd7971b0aac450001f951aa,5,5,5,4,5,1,"Hurricane,Tropical storm",NA,"Experienced property damage,Evacuated",NA,2,Hurricane,NA,2020,September,8,"$10,000 to $50,000","$1,000 to $5,000",1,1,6,6,6,3,5,1,5,1,4,5,5,1,5,5,0,6,5,5,3,1,3,5,6,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,19.618244377688935,24,0.8174268490703723,0.8953235547372579,0.039219399353462386,-0.2161685427526156,-1.4667139455469609,-1.4533712339825853
2023-05-19,2023-05-19,IP Address,100,1411,True,2023-05-19T20:07:16Z,1,Yes,5bd8fabf544d4f000141d94d,5,5,0,5,4,1,Winter storm or blizzard,NA,Sheltered in place,NA,1,Winter storm or blizzard,NA,2022,December,1,$0,$0,1,1,5,5,5,4,4,2,5,1,2,4,4,5,1,4,1,5,5,5,4,1,1,5,5,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,8.681549927112936,24,0.361731246963039,0.601946048156957,-0.5419643225815984,-1.2577880529201908,-1.8288507422997355,-1.8126109363613376
2023-05-19,2023-05-19,IP Address,100,629,True,2023-05-19T23:44:44Z,1,Yes,5bdaf872e2c06f00018fb552,5,5,4,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,3,NA,NA,NA,NA,NA,3,3,4,3,3,4,3,3,2,5,1,1,NA,3,3,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,27.05059216556872,24,1.1271080068986967,1.02152180947091,0.4231036398513264,0.17504713477593464,-1.4667139455469609,-1.4533712339825853
2023-05-19,2023-05-19,IP Address,100,1282,True,2023-05-19T22:05:45Z,1,Yes,5bdbce5593c9ba0001ef52a0,4,4,3,5,5,1,Winter storm or blizzard,NA,"Experienced property damage,Canceled plans to travel,Friends or family were affected",NA,2,Winter storm or blizzard,NA,2020,December,4,NA,NA,1,1,4,4,5,1,2,3,2,3,4,4,4,2,3,4,2,3,4,3,1,1,0,4,2,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,14.218522288040086,24,0.592438428668337,0.9940722896074283,-0.3063587176543456,0.09281920154758039,-1.4667139455469609,-1.4533712339825853
2023-05-20,2023-05-20,IP Address,100,700,True,2023-05-20T14:00:37Z,1,Yes,5bde02082f37be0001624f61,5,5,2,4,4,1,"Heat wave,Winter storm or blizzard",NA,"Sheltered in place,Experienced heavy smoke from wildfires,Canceled plans to travel,Friends or family were affected",NA,NA,Winter storm or blizzard,NA,NA,NA,2,NA,NA,1,1,6,6,6,2,4,3,5,2,1,2,5,0,4,5,0,6,6,4,1,2,0,2,4,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,8.416524087397573,24,0.3506885036415655,0.5730287865301852,-1.020948134518594,-1.4752754306681077,-1.1259183452953863,-1.1153019985330233
2023-05-21,2023-05-21,IP Address,100,720,True,2023-05-21T22:28:23Z,1,Yes,5be084ec4c397b0001ec3567,1,1,0,4,3,1,Winter storm or blizzard,NA,"Sheltered in place,Canceled plans to travel",NA,2,Winter storm or blizzard,NA,2022,December,3,$0,$0,1,1,5,6,4,0,0,6,0,6,0,1,3,3,0,4,1,5,4,4,1,2,0,2,4,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,6.411888799075022,24,0.2671620332947926,0.44140905635874517,-1.0176587863930908,-2.044594793157046,-1.4667139455469609,-1.4533712339825853
2023-05-20,2023-05-20,IP Address,100,655,True,2023-05-20T07:36:35Z,0.8999999761581421,Yes,5be1ac50ca095c0001b9f717,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,6,0,0,6,0,0,0,4,0,0,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,22.32006642425491,24,0.930002767677288,1.3164938422863837,0.25730936133959664,0.9591535992869215,-1.8288507422997355,-1.8126109363613376
2023-05-22,2023-05-22,IP Address,100,1113,True,2023-05-22T08:08:19Z,1,Yes,5be1ca6d91deed00015a986c,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,5,5,NA,NA,NA,NA,NA,0,1,3,3,3,1,3,3,2,3,4,3,1,3,3,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,53.60948180371753,24,2.2337284084882305,1.6900864636699107,1.1658359382301626,1.7695881287146937,-2.218823080460091,-2.19946349581641
2023-05-19,2023-05-19,IP Address,100,448,True,2023-05-19T22:44:38Z,1,Yes,5be3237a3193e90001798302,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,5,NA,NA,NA,NA,NA,4,3,5,4,5,5,0,6,5,5,4,2,1,4,4,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47.06949977916323,24,1.9612291574651346,1.5477453327688189,1.1896855970102032,1.5264984467029863,-1.4667139455469609,-1.4533712339825853
2023-05-22,2023-05-22,IP Address,100,710,True,2023-05-22T07:12:55Z,0.8999999761581421,Yes,5be57ef9610bcd000108ba45,4,4,0,6,4,1,"Winter storm or blizzard,Other",Power outage,"Loss of housing (temporary or permanent),High levels of anxiety or stress",NA,4,Winter storm or blizzard,NA,2023,December,6,$0,$0,0,0,3,3,4,3,0,6,3,6,0,0,0,6,0,3,3,4,3,3,3,0,3,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,16.59324837087235,24,0.6913853487863478,0.8052941477073376,-0.425315472615146,-0.5969177438859945,-0.4916172289565468,-0.4860752911248944
2023-05-20,2023-05-20,IP Address,100,874,True,2023-05-20T11:20:22Z,0.8999999761581421,Yes,5be5c05fd153f500019a2ef2,4,4,1,1,4,1,"Drought,Winter storm or blizzard",NA,Sheltered in place,NA,2,Winter storm or blizzard,NA,2021,January,7,NA,NA,1,1,6,4,6,4,5,1,5,1,6,5,5,1,5,3,1,5,3,4,5,3,3,5,5,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,17.64710909159276,24,0.7352962121496983,1.033585923413415,-0.2663947796685868,0.2104845672671692,-0.8020396565512473,-0.7940143392988374
2023-05-20,2023-05-20,IP Address,100,417,True,2023-05-20T03:00:16Z,1,Yes,5bea832a4fbb6f00017ea3e9,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,5,5,NA,NA,NA,NA,NA,0,0,0,5,0,1,4,2,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,21.851435800759585,24,0.910476491698316,1.4350742396711835,0.5962253761985558,1.0987950938243813,-3.138943612326917,-3.1122230634283015
2023-05-19,2023-05-19,IP Address,100,715,True,2023-05-19T19:56:11Z,1,Yes,5beca802fcb5fe0001259b62,4,4,4,3,3,1,"Drought,Heat wave,Winter storm or blizzard",NA,"Experienced property damage,High levels of anxiety or stress",NA,2,Winter storm or blizzard,NA,2022,January,6,"$5,000 to $10,000",$0,1,1,5,6,5,4,4,3,4,1,4,4,5,1,4,6,2,5,4,5,1,4,1,3,4,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,7.4416805209628025,24,0.31007002170678344,0.726780921542417,-0.1433038911020269,-0.7241536311431871,-2.647935430198931,-2.6251429467573395
2023-05-20,2023-05-20,IP Address,100,1067,True,2023-05-20T10:41:06Z,1,Yes,5bed01c8306ec30001fb80e2,6,6,5,6,2,1,"Tornado,Drought,Heat wave,Winter storm or blizzard",NA,"Loss of housing (temporary or permanent),Sheltered in place,Loss of income,High levels of anxiety or stress,Friends or family were affected,Loss of life of a friend or family,Other","extended utility outages (electricity, water and cable/internet)",4,Tornado,NA,2021,December,6,"$500 to $1,000","$500 to $1,000",1,1,5,5,5,4,6,0,6,0,5,6,6,0,3,6,0,6,4,5,2,2,0,4,4,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,23.739529617022704,24,0.989147067375946,1.2434275550596703,0.1885395812639807,0.8323484638483352,-0.8020396565512473,-0.7940143392988374
2023-06-12,2023-06-12,IP Address,100,927,True,2023-06-12T15:55:33Z,1,Yes,5beec40b1e36530001609d2e,5,5,3,4,1,1,"Tropical storm,Heat wave",NA,No significant impacts,NA,2,Heat wave,NA,2021,July,7,NA,NA,1,1,6,4,4,4,5,1,5,1,4,4,5,1,4,5,0,5,3,5,4,5,0,5,4,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,22.212092909463333,24,0.9255038712276389,1.0801632737992513,0.08257536543793638,0.35531959710422906,-0.8020396565512473,-0.7940143392988374
2023-05-19,2023-05-19,IP Address,100,929,True,2023-05-19T20:27:11Z,1,Yes,5c01dc58067bbf00019bb318,6,6,5,3,5,1,"Tropical storm,Wildfire,Drought,Heat wave",NA,"Sheltered in place,Loss of income,Experienced heavy smoke from wildfires",NA,3,Heat wave,NA,2020,July,3,NA,NA,1,1,5,6,6,5,6,1,6,1,3,4,5,1,3,5,0,5,6,5,4,3,1,5,4,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,13.769604448695786,24,0.5737335186956577,0.8133645995837387,-0.7298609168109574,-0.6184432311045454,0.10023080454120682,0.10103795810487716
2023-05-23,2023-05-23,IP Address,100,771,True,2023-05-23T18:03:29Z,1,Yes,5c0f1cf4f3027300014b606f,4,4,5,2,4,1,Tornado,NA,Experienced property damage,NA,1,Tornado,NA,2021,September,1,"$500 to $1,000","$500 to $1,000",1,1,4,4,4,1,2,4,2,5,2,2,2,4,2,3,3,4,3,3,4,3,2,4,3,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,9.14986721234017,24,0.38124446718084043,0.682194907407247,-0.503792440247504,-0.9409223741955297,-1.8288507422997355,-1.8126109363613376
2023-05-19,2023-05-19,IP Address,100,1048,True,2023-05-19T21:48:05Z,1,Yes,5c1150e31e7d6900018207ef,5,5,0,4,4,1,"Drought,Heat wave",NA,Friends or family were affected,NA,NA,Drought,NA,2018,August,4,NA,NA,1,1,6,6,6,6,6,0,6,0,6,6,6,0,5,6,0,6,6,6,4,4,2,6,6,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,11.050107879594687,24,0.46042116164977864,0.6290009660277194,-1.019640996028484,-1.3329308271635982,-0.4916172289565468,-0.4860752911248944
2023-05-23,2023-05-23,IP Address,100,617,True,2023-05-23T07:13:53Z,1,Yes,5c12f106c4b80e000192c472,0,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,3,0,0,3,0,0,3,4,0,0,6,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,52.380080736014534,24,2.1825033640006057,1.2467763053600451,1.6474890962249131,0.8416829064270943,-0.8020396565512473,-0.7940143392988374
