prolificID,age,gender,gender_other_text,race,race_other_text,education,rurality,income,children,election,politics,BIPOC,foodLocal_,foodLunchNoMeat_,foodMeat_r,foodOatMilk_,foodTofu_,foodVegan_,homeClothesCold_,homeClothesHang_,homeLightsOff_,packCarriedUtensils_,packCompost_,packContainerToRestaurant_,packPickedUpLitter_,packPullRecycleFromTrash_,packRags_,packReusableMug_,packReusedPaperPlasticBags_,purchBuyNothing_,socialDocumentary_,socialGroup_,socialRead_,socialSupportive_,waterShowerStop_,waterTeethStop_,p.fit,p.df,p.outfitMSQ,p.infitMSQ,p.outfitZ,p.infitZ,rebl_score
5cdf4dd618f742000174cd3f,49.5,0,NA,white,NA,0,Suburban,12500,0,Biden/Harris,Liberal,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,18.7144148850561,24,0.7797672868773375,1.019602873752668,0.003325702466166758,0.16834005256192763,-1.4608909903463168
5ce1f31a27efac0018821eed,49.5,0,NA,white,NA,1,Rural,37500,0,Biden/Harris,Somewhat conservative,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,14.83301022254217,24,0.6180420926059237,0.8783296871057918,-0.4828436694927366,-0.31470910077061115,-0.8077443847840139
5ce9bfc4d439ae00015968dd,29.5,1,NA,white,NA,0,Rural,37500,0,I did not vote in the last election,Moderate,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,7.636935486132338,24,0.3182056452555141,0.5112241068354157,-0.834412715327962,-1.7383250311129936,-1.4608909903463168
5cf3733e30eedd00156bbf3e,29.5,1,NA,white,NA,0,Suburban,75000,1,Trump/Pence,Moderate,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,6.877427480021291,24,0.28655947833422046,0.46910614422979185,-0.9169722173216751,-1.9465125063356803,-1.4608909903463168
5cfc4af8a224000001675ec8,39.5,0,NA,white,NA,0,Urban,150000,1,Biden/Harris,Liberal,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,14.582931394988956,24,0.6076221414578732,0.8589173934130264,-0.5054475755472996,-0.3846351119694145,-0.8077443847840139
5cfe91a931c8d200018fd824,21,0,NA,two_or_more,NA,0,Suburban,150000,0,Biden/Harris,Liberal,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,25.932439403466994,24,1.0805183084777914,0.9788040620080041,0.33575998573962695,0.031646160725959396,-0.8077443847840139
5d1ba5653788ac0019ced548,39.5,1,NA,hispanic,NA,1,Suburban,200000,1,Biden/Harris,Very liberal,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27.577864367302148,24,1.1490776819709227,1.4482362441511316,0.4788024854293315,1.2871937691502608,-1.8173707266040662
5d1beb9c9e033e0017a725dc,39.5,0,NA,black,NA,1,Urban,12500,0,I did not vote in the last election,Very liberal,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,19.19279473723906,24,0.7996997807182941,0.9519214197011739,-0.12413290211368899,-0.058607906211479335,-0.8077443847840139
5d1c006ac2696c0019647572,59.5,1,NA,white,NA,0,Suburban,75000,2,Biden/Harris,Moderate,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15.028210602048423,24,0.6261754417520177,1.1338610049956113,0.0620541706361743,0.4865296397742676,-2.202518334400096
5d1f8b172e9f8d00015793c1,59.5,0,NA,white,NA,1,Rural,37500,2,Trump/Pence,Very conservative,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18.19456877789467,24,0.758107032412278,0.8169382052026343,0.07874346425741002,-0.47127082096693906,-1.8173707266040662
5d227f901e99f80018c60e1f,59.5,1,NA,white,NA,0,Suburban,75000,0,Biden/Harris,Somewhat liberal,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,8.8544346297725,24,0.36893477624052085,0.607560826749337,-0.49545578130639123,-1.2572777026562498,-1.8173707266040662
5d29d6bd30fa6f0015cd4a75,49.5,0,NA,white,NA,0,Rural,150000,0,Biden/Harris,Somewhat conservative,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15.66286276579453,24,0.6526192819081055,1.1423359704110425,0.09085558042802333,0.5090349810299836,-2.202518334400096
5d2df444aa0a0a001ad4d564,29.5,1,NA,hispanic,NA,0,Suburban,75000,1,Biden/Harris,Liberal,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.597918548590762,24,0.2749132728579484,0.6250011018385612,-0.16935156002477114,-1.0763615184194812,-2.628446982009353
5d321a7348bf98001646aeb2,59.5,1,NA,white,NA,0,Suburban,75000,2,Biden/Harris,Somewhat liberal,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,12.276859837994861,24,0.5115358265831192,0.7232664051216949,-0.7272101153891787,-0.9053949783724767,-0.8077443847840139
5d3268a52b53a200195ebc30,59.5,1,NA,white,NA,0,Suburban,75000,2,Trump/Pence,Somewhat conservative,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,28.483461548358786,24,1.1868108978482828,1.1882557479344988,0.5020286287655975,0.7186394911621835,-0.20769850738088053
5d44afdcad6d110019b0a960,59.5,1,NA,white,NA,1,Rural,75000,2,Biden/Harris,Liberal,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,18.141594087458564,24,0.7558997536441069,0.7623359844620448,-0.264437949866831,-0.7807240163965727,-0.5026504215891593
5d4af0a71813250015d3c5c7,49.5,1,agender,white,NA,0,Rural,75000,1,I did not vote in the last election,Moderate,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,24.510274875366235,24,1.0212614531402597,1.236325752352011,0.2248705879986225,0.8968394267126547,0.07977847282187815
5d4c7ac3e8ec490018b0050d,69.5,1,NA,other,Hebrew,0,Urban,12500,2,Biden/Harris,Very liberal,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,15.695399095974363,24,0.6539749623322652,0.6923092184919817,-0.4855319430169266,-1.07422405599927,-0.5026504215891593
5d51e2875a1cc40019a47a52,29.5,0,NA,white,NA,1,Urban,150000,0,Biden/Harris,Liberal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,15.160488380700356,24,0.6316870158625149,1.1529850572917675,0.06812307754648572,0.5371564665700045,-2.202518334400096
5d58b018a0c0940001a47057,49.5,1,NA,white,NA,1,Suburban,75000,1,Trump/Pence,Moderate,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,16.990102421417507,24,0.7079209342257294,0.9254258762891611,-0.2976754734515511,-0.1492406979213729,-0.8077443847840139
5d615f7632cfbd001b1b6dcb,69.5,0,NA,white,NA,1,Suburban,75000,2,Trump/Pence,Conservative,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,24.571218573881346,24,1.0238007739117228,1.1716831289609402,0.3114984580027883,0.6083020850278962,-1.4608909903463168
5d63275f9b22da000117b107,69.5,0,NA,white,NA,0,Suburban,75000,0,Trump/Pence,Conservative,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,42.3889330446178,24,1.7662055435257418,1.6331218383441504,0.9199303058415427,1.587853594853173,-2.628446982009353
5d63867550d0dd0017805976,39.5,0,NA,white,NA,1,Urban,75000,1,Biden/Harris,Very liberal,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,16.729142749804787,24,0.6970476145751995,0.8733767403302948,-0.4243832276989128,-0.37021432894576284,-0.20769850738088053
5d6c1075a9d20a0001de4f80,59.5,1,NA,white,NA,0,Urban,37500,0,I did not vote in the last election,Liberal,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,21.074211831768636,24,0.8780921596570265,0.7227023492905178,0.21378715050190422,-0.8060490064438899,-1.8173707266040662
5d7fdfd7d8e176001983ffa2,39.5,0,NA,white,NA,1,Urban,150000,1,Trump/Pence,Conservative,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,44.35004480996103,24,1.8479185337483761,1.4349813090386236,1.4084819460589957,1.443258018683508,-0.20769850738088053
5d8a1d20d1afcb0019d7390b,69.5,0,NA,white,NA,1,NA,37500,0,Trump/Pence,Very conservative,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.09640475177851,24,0.6290168646574379,1.0088816754752088,0.4408387625342675,0.157369996051053,-3.118777075742129
5d9373b0e04970001ab482da,59.5,1,NA,white,NA,1,Urban,150000,0,Biden/Harris,Liberal,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,22.39105234472706,24,0.9329605143636276,1.1917177108403512,0.08265008240768472,0.7805028042203628,0.3624464812693238
5d93ee94eaf36200134a1d87,29.5,0,NA,black,NA,1,Suburban,37500,0,I did not vote in the last election,Moderate,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,23.851330475757116,24,0.9938054364898798,1.0869860627862888,0.23398309164596715,0.3734603017983612,-1.1259506861145137
5d9968a81e667f00161f811b,39.5,1,NA,asian,NA,0,Urban,75000,1,Trump/Pence,Somewhat conservative,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,11.676079919437996,24,0.48650332997658313,0.7824212141851055,-0.468664198868155,-0.6152048988196646,-1.4608909903463168
5da7a232f40dea00160436a7,21,1,NA,asian,NA,1,Suburban,150000,0,I did not vote in the last election,Moderate,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,31.473547931458363,24,1.3113978304774319,1.2121514739292722,0.617962543396552,0.7042963454776785,-1.8173707266040662
5dbd1569f8223b28d73ed6ae,69.5,1,NA,white,NA,0,Rural,12500,0,Biden/Harris,Liberal,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,27.63560955374004,24,1.151483731405835,1.469922844999666,0.4388364185000979,1.727976530393686,0.6432292650213549
5dd034d1fce606114e3bb8e0,59.5,1,NA,white,NA,0,Suburban,12500,0,Biden/Harris,Very liberal,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,31.463689949613954,24,1.3109870812339148,1.279848717558369,0.6916249941090945,1.0337646082268555,0.07977847282187815
5dd299a27f1bbf2a83554ecf,49.5,1,NA,asian,NA,1,Urban,37500,0,Biden/Harris,Very liberal,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,18.072604212790065,24,0.7530251755329194,1.0391852240787618,-0.21062637491176772,0.22850451299496316,-0.8077443847840139
5dd2f7403c4937312433cc11,29.5,0,NA,white,NA,0,Urban,12500,0,Trump/Pence,Moderate,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,9.34160714300881,24,0.3892336309587004,0.6610426046211739,-0.6672777381533055,-1.079216441971116,-1.4608909903463168
5dd319faef419732324ad6cc,59.5,1,NA,white,NA,1,Suburban,75000,2,Trump/Pence,Somewhat conservative,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,37.385987557253046,24,1.5577494815522102,1.6294956845568092,0.8087072424899977,1.6929621855012114,-1.8173707266040662
5dd329e3270f4433de53299a,39.5,1,NA,white,NA,1,Suburban,12500,0,Biden/Harris,Very liberal,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.391146828343185,24,0.7246311178476327,0.9084186197061977,0.5036986357644834,-0.09676714674583836,-3.118777075742129
5dd3488e181abc35d131ef34,39.5,0,NA,white,NA,1,Rural,75000,1,Trump/Pence,Conservative,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,15.019126792285395,24,0.6257969496785581,0.8927688736947007,-0.4661855051993632,-0.26336240428131436,-0.8077443847840139
5dd49430ed3649477fe10ec8,49.5,1,NA,white,NA,1,Suburban,75000,1,Biden/Harris,Liberal,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,19.483648687834965,24,0.8118186953264569,1.0136867420956623,-0.15150720387012825,0.14454331265405332,-0.5026504215891593
5dd6a565f30aa662cba3d8de,39.5,0,NA,white,NA,1,Urban,37500,0,Biden/Harris,Liberal,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,16.85500058674204,24,0.7022916911142517,0.7077315980184009,0.011026979377853185,-0.8618693700148664,-1.8173707266040662
5dd877b0568ca582fb24699f,59.5,1,NA,white,NA,0,Rural,75000,2,Biden/Harris,Liberal,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,13.232887683509606,24,0.5513703201462336,0.7733391617697347,-0.7831803385048416,-0.7705776862813637,-0.20769850738088053
5ddc3ccd108b67ba3b7efa5a,49.5,1,NA,white,NA,0,Rural,75000,0,Biden/Harris,Very liberal,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,15.149775692207449,24,0.631240653841977,0.847129800971941,-0.34374024749767795,-0.40720389432066895,-1.1259506861145137
5de1ac810f8b6721970ab78a,49.5,1,NA,white,NA,1,Suburban,75000,2,Biden/Harris,Liberal,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,12.420561930013658,24,0.5175234137505691,0.7874270503112599,-0.5703560939379108,-0.6240202520301342,-1.1259506861145137
5de653ee9a9da55cd975664a,29.5,1,NA,white,NA,1,Suburban,75000,0,I did not vote in the last election,Somewhat conservative,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,8.315223809322866,24,0.3464676587217861,0.5430297694895918,-1.1845632391985026,-1.7100103968803082,-0.8077443847840139
5df1a6824b49a10cf9a2bb59,21,0,NA,hispanic,NA,0,Urban,37500,0,Trump/Pence,Conservative,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.97460764130372,24,0.582275318387655,0.9243629942295679,0.19107608790817499,-0.09257799184932791,-2.628446982009353
5df27b81acd5ce18b4bd225c,59.5,0,NA,white,NA,1,Suburban,12500,0,Biden/Harris,Liberal,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,20.94616210104979,24,0.8727567542104079,0.8576197363879595,0.20805294438768146,-0.3346982630281049,-1.8173707266040662
5df9823aac9e16711320ea7f,29.5,0,NA,asian,NA,1,Suburban,200000,1,I did not vote in the last election,Moderate,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,35.28293923012078,24,1.4701224679216993,1.2474010160297477,0.7447527744331583,0.7792234887199967,-2.202518334400096
5e0e1b8800a6bf000a694f79,29.5,1,NA,white,NA,1,Suburban,75000,0,Biden/Harris,Very liberal,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,74.06585758175203,24,3.086077399239668,1.4996965003421088,2.122454362123938,1.4821467247707447,-1.1259506861145137
5e0ee83753b56e60bf046490,29.5,0,NA,white,NA,0,Suburban,150000,1,I did not vote in the last election,Moderate,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,54.05233524745482,24,2.2521806353106175,1.8092724308909611,1.3790347572421053,2.1223470241394615,-1.4608909903463168
5e1830f02529b2116fa49e52,29.5,0,NA,white,NA,0,Suburban,37500,0,I did not vote in the last election,Moderate,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,16.975525364854494,24,0.7073135568689373,0.8052152042294874,-0.1004220681150273,-0.5335297653385317,-1.4608909903463168
5e2f5b28129198070e2996db,75,1,NA,white,NA,1,Suburban,37500,2,Trump/Pence,Conservative,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,33.25887628237409,24,1.385786511765587,1.5438679600782788,0.6886458960090567,1.543985839074427,-1.4608909903463168
5e3040a2d1a553000cc9147b,39.5,0,NA,white,NA,0,Rural,150000,0,Biden/Harris,Liberal,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,26.41255067559101,24,1.100522944816292,1.4009579942949506,0.36531205165983016,1.2717871400652883,-0.8077443847840139
5e3581ed0082f15283413024,59.5,0,NA,white,NA,1,Urban,150000,2,Biden/Harris,Liberal,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,15.896384466645731,24,0.6623493527769054,0.9180994458883597,-0.38946756650005676,-0.17460680843829346,-0.8077443847840139
5e378948cd9d1670b2b86a51,39.5,0,NA,white,NA,0,Rural,75000,1,Biden/Harris,Liberal,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,18.58448373426171,24,0.7743534889275713,0.7328346908213503,-0.17067171939420517,-0.8666243498580878,-0.8077443847840139
5e3795c88390cf719c3d6603,29.5,1,NA,black,NA,1,Rural,150000,0,Biden/Harris,Liberal,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,39.14134376484009,24,1.6308893235350037,0.9349087190483836,0.8581218732288187,-0.062103162786336846,-2.628446982009353
5e3d69fd353d0801c42947e1,49.5,NA,NA,white,NA,1,Suburban,75000,1,Biden/Harris,Very liberal,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,18.12926061031247,24,0.7553858587630197,1.0098022740896249,-0.2525865753857894,0.1243158807325841,0.3624464812693238
5e404a68f09a9f28310e8701,49.5,0,NA,white,NA,1,Urban,12500,0,Trump/Pence,Conservative,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,42.9288541507543,24,1.788702256281429,1.1958854740703957,1.2015469321497299,0.8208568444714169,0.6432292650213549
5e5023405c27990580d81c72,59.5,1,NA,white,NA,1,Rural,37500,0,Biden/Harris,Liberal,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,18.257674649984523,24,0.7607364437493551,0.8777375695690225,-0.27787428781064816,-0.37693542501303257,0.07977847282187815
5e57fdd4ba0130000c520c46,59.5,0,NA,two_or_more,NA,0,Suburban,12500,0,I did not vote in the last election,Somewhat liberal,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,21.263332005376313,24,0.8859721668906797,1.1126497281294387,0.02726748738350329,0.45799161590498993,-0.8077443847840139
5e5c9623d3e2d3475fea5cff,49.5,0,NA,white,NA,1,Suburban,150000,1,Biden/Harris,Liberal,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,17.308809972705124,24,0.7212004155293802,0.9662877423690516,-0.17766838593364515,-0.057749277405463054,0.9255401652042403
5e7bf5421c5c21000cc7b6e3,39.5,1,NA,black,NA,0,Rural,37500,0,Trump/Pence,Moderate,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,13.602674354762332,24,0.5667780981150972,0.7874113019791033,-0.7424405915840195,-0.7122487483437652,-0.20769850738088053
5e8950c8b739115ed69e9fc3,21,1,NA,white,NA,1,Suburban,12500,0,Other,Somewhat liberal,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,61.02201863705431,24,2.542584109877263,1.828169331018428,1.5696111237642825,2.16130672919387,-1.4608909903463168
5ea3b1b9fc11ed33dde53561,39.5,1,NA,white,NA,1,Suburban,200000,1,Trump/Pence,Very conservative,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,15.054324767810632,24,0.6272635319921097,1.0308099442450045,-0.22364894483706954,0.2022000760741136,-1.4608909903463168
5ea47bda5b1a9807ed89eb76,75,0,NA,white,NA,0,Urban,37500,2,Biden/Harris,Liberal,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,58.0240209163157,24,2.417667538179821,1.1367030953345711,1.6533272548625941,0.5204949644318938,-1.1259506861145137
5eb0bbbc0be27c183500b45d,29.5,1,Nonbinary,white,NA,1,Suburban,150000,0,Biden/Harris,Very liberal,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23.07773030636185,24,0.9615720960984104,1.1264346086101786,0.30062846268209364,0.47394490072206996,-1.8173707266040662
5eb339ee6290bc124b8549a6,49.5,1,NA,white,NA,0,Rural,37500,1,I did not vote in the last election,Moderate,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,7.139072499882052,24,0.2974613541617522,0.4850295356988042,-0.8878744043580263,-1.8663930172842278,-1.4608909903463168
5eb9af967fbf4b0d17bbe946,29.5,1,NA,white,NA,0,Rural,150000,0,I did not vote in the last election,Moderate,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,12.24222839818912,24,0.5100928499245466,0.6971880840744049,-0.8408252998114816,-1.0531502182210917,-0.5026504215891593
5ed081544e61f3163c036286,29.5,1,NA,white,NA,1,Suburban,75000,0,Biden/Harris,Liberal,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,13.367252945688396,24,0.5569688727370165,0.7209303974813682,-0.7184644039962219,-0.951976861063989,-0.5026504215891593
5ed2bb7a67d51b24b2ac4037,29.5,0,NA,white,NA,0,Rural,12500,0,Trump/Pence,Conservative,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.260941667745218,24,0.8442059028227175,1.1648763338872656,0.5749580065821623,0.5204631741427043,-3.118777075742129
5ed3055d98e33f182062933b,59.5,1,NA,white,NA,1,Suburban,150000,2,Biden/Harris,Somewhat liberal,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,10.392089195097741,24,0.4330037164624059,0.7109372860201062,-0.7613910404037104,-0.9184569098515364,-1.1259506861145137
5edc3f9696a72790ae256a27,59.5,1,NA,white,NA,1,Suburban,37500,0,Biden/Harris,Somewhat liberal,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,7.053833450649879,24,0.29390972711041163,0.5997698524507133,-0.40025307564890666,-1.2454171983132207,-2.202518334400096
5ee71ce25f11c84a3e909b09,29.5,1,NA,black,NA,0,Suburban,75000,1,Biden/Harris,Liberal,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,16.652373843527652,24,0.6938489101469855,0.9993548436607571,-0.13008144781871195,0.08001751725070509,1.213524269407043
5ee83dd7c9043c1338fb1337,29.5,0,NA,two_or_more,NA,1,Urban,12500,0,Biden/Harris,Very liberal,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,182.55884460339058,24,7.606618525141275,1.4753244057963755,3.6904087030925745,1.3839682047659576,-1.4608909903463168
5ee91d6e634e8e1290804250,39.5,1,NA,white,NA,1,Urban,150000,1,Biden/Harris,Very liberal,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,18.1364159202898,24,0.7556839966787416,1.0248093307308894,-0.2519817748824241,0.18129748756233535,0.3624464812693238
5ef05a7425018a31e8bb3c68,49.5,1,NA,white,NA,1,Rural,37500,0,Trump/Pence,Very conservative,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,6.877427480021291,24,0.28655947833422046,0.46910614422979185,-0.9169722173216751,-1.9465125063356803,-1.4608909903463168
5ef37831c37ebb0bbd2d3e03,29.5,0,NA,asian,NA,1,Urban,150000,0,Trump/Pence,Moderate,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,28.724715599709814,24,1.196863149987909,1.004913767135023,0.5168906414266466,0.10890634637665447,0.07977847282187815
5efa98dd74af25000cdbbf43,21,0,NA,white,NA,0,Suburban,150000,0,Biden/Harris,Liberal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.979753206102651,24,0.3324897169209438,1.109141035840129,1.1909739341677217,0.3976605261545282,-4.626470470498408
5efd69371a9acf1b2e41754c,29.5,0,NA,hispanic,NA,0,Suburban,75000,0,Biden/Harris,Liberal,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,25.566364978382694,24,1.0652652074326123,1.355711479250449,0.35881605000608074,1.0924190251841255,-1.4608909903463168
5f032c613963d04d69c9327b,69.5,0,NA,white,NA,0,Rural,37500,2,Trump/Pence,Conservative,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,18.538712988384695,24,0.7724463745160289,1.0575951292182981,-0.23045712987005643,0.28989489251060835,-0.5026504215891593
5f048fdc0aea5b0ae3215fc9,69.5,1,NA,white,NA,0,Suburban,12500,2,Biden/Harris,Very liberal,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,21.635564246962822,24,0.901481843623451,1.11259981190245,0.002844927218966703,0.4764937752127521,-0.20769850738088053
5f0b7f45bd7f5a0e21a8b561,39.5,1,NA,white,NA,1,Suburban,150000,1,Trump/Pence,Moderate,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.422969007685445,24,1.0176237086535602,1.001744596900438,0.4265540467803163,0.12020108905919369,-2.202518334400096
5f0e0727cf7d770a4c7330a7,39.5,0,NA,two_or_more,NA,0,Suburban,75000,1,Biden/Harris,Liberal,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,24.69373956296398,24,1.028905815123499,1.190877415861507,0.25779132642055524,0.691507979365347,-0.8077443847840139
5f11e883afd70a0d94572e6a,39.5,0,NA,white,NA,1,Suburban,150000,1,Trump/Pence,Conservative,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.203599150726305,24,0.38348329794692937,0.6782933652386589,-0.4679970564639202,-0.9739729414870062,-1.8173707266040662
5f121091e95fdc03b5e897d0,29.5,1,NA,white,NA,0,Urban,12500,1,Other,Very liberal,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,7.139072499882052,24,0.2974613541617522,0.4850295356988042,-0.8878744043580263,-1.8663930172842278,-1.4608909903463168
